battery_id,voltage,current,temperature,capacity,cycle_count,status
BATT08444,3.44,0.94,21.4,1444,44,OK
BATT08445,3.45,0.95,21.5,1445,45,OK
BATT08446,3.46,0.96,21.6,1446,46,OK
BATT08447,3.47,0.97,21.7,1447,47,OK
BATT08448,3.48,0.98,21.8,1448,48,OK
BATT08449,3.49,0.99,21.9,1449,49,OK
BATT08450,3.5,0.5,22.0,1450,50,WARN
BATT08451,3.51,0.51,22.1,1451,51,OK
BATT08452,3.52,0.52,22.2,1452,52,OK
BATT08453,3.53,0.53,22.3,1453,53,OK
BATT08454,3.54,0.54,22.4,1454,54,OK
BATT08455,3.55,0.55,22.5,1455,55,OK
BATT08456,3.56,0.56,22.6,1456,56,OK
BATT08457,3.57,0.57,22.7,1457,57,OK
BATT08458,3.58,0.58,22.8,1458,58,OK
BATT08459,3.59,0.59,22.9,1459,59,OK
BATT08460,3.6,0.6,20.0,1460,60,WARN
BATT08461,3.61,0.61,20.1,1461,61,OK
BATT08462,3.62,0.62,20.2,1462,62,OK
BATT08463,3.63,0.63,20.3,1463,63,OK
BATT08464,3.64,0.64,20.4,1464,64,OK
BATT08465,3.65,0.65,20.5,1465,65,OK
BATT08466,3.66,0.66,20.6,1466,66,OK
BATT08467,3.67,0.67,20.7,1467,67,OK
BATT08468,3.68,0.68,20.8,1468,68,OK
BATT08469,3.69,0.69,20.9,1469,69,OK
BATT08470,3.7,0.7,21.0,1470,70,WARN
BATT08471,3.71,0.71,21.1,1471,71,OK
BATT08472,3.72,0.72,21.2,1472,72,OK
BATT08473,3.73,0.73,21.3,1473,73,OK
BATT08474,3.74,0.74,21.4,1474,74,OK
BATT08475,3.75,0.75,21.5,1475,75,OK
BATT08476,3.76,0.76,21.6,1476,76,OK
BATT08477,3.77,0.77,21.7,1477,77,OK
BATT08478,3.78,0.78,21.8,1478,78,OK
BATT08479,3.79,0.79,21.9,1479,79,OK
BATT08480,3.8,0.8,22.0,1480,80,WARN
BATT08481,3.81,0.81,22.1,1481,81,OK
BATT08482,3.82,0.82,22.2,1482,82,OK
BATT08483,3.83,0.83,22.3,1483,83,OK
BATT08484,3.84,0.84,22.4,1484,84,OK
BATT08485,3.85,0.85,22.5,1485,85,OK
BATT08486,3.86,0.86,22.6,1486,86,OK
BATT08487,3.87,0.87,22.7,1487,87,OK
BATT08488,3.88,0.88,22.8,1488,88,OK
BATT08489,3.89,0.89,22.9,1489,89,OK
BATT08490,3.9,0.9,20.0,1490,90,WARN
BATT08491,3.91,0.91,20.1,1491,91,OK
BATT08492,3.92,0.92,20.2,1492,92,OK
BATT08493,3.93,0.93,20.3,1493,93,OK
BATT08494,3.94,0.94,20.4,1494,94,OK
BATT08495,3.95,0.95,20.5,1495,95,OK
BATT08496,3.96,0.96,20.6,1496,96,OK
BATT08497,3.97,0.97,20.7,1497,97,OK
BATT08498,3.98,0.98,20.8,1498,98,OK
BATT08499,3.99,0.99,20.9,1499,99,OK
BATT08500,3.0,0.5,21.0,1000,0,WARN
BATT08501,3.01,0.51,21.1,1001,1,OK
BATT08502,3.02,0.52,21.2,1002,2,OK
BATT08503,3.03,0.53,21.3,1003,3,OK
BATT08504,3.04,0.54,21.4,1004,4,OK
BATT08505,3.05,0.55,21.5,1005,5,OK
BATT08506,3.06,0.56,21.6,1006,6,OK
BATT08507,3.07,0.57,21.7,1007,7,OK
BATT08508,3.08,0.58,21.8,1008,8,OK
BATT08509,3.09,0.59,21.9,1009,9,OK
BATT08510,3.1,0.6,22.0,1010,10,WARN
BATT08511,3.11,0.61,22.1,1011,11,OK
BATT08512,3.12,0.62,22.2,1012,12,OK
BATT08513,3.13,0.63,22.3,1013,13,OK
BATT08514,3.14,0.64,22.4,1014,14,OK
BATT08515,3.15,0.65,22.5,1015,15,OK
BATT08516,3.16,0.66,22.6,1016,16,OK
BATT08517,3.17,0.67,22.7,1017,17,OK
BATT08518,3.18,0.68,22.8,1018,18,OK
BATT08519,3.19,0.69,22.9,1019,19,OK
BATT08520,3.2,0.7,20.0,1020,20,WARN
BATT08521,3.21,0.71,20.1,1021,21,OK
BATT08522,3.22,0.72,20.2,1022,22,OK
BATT08523,3.23,0.73,20.3,1023,23,OK
BATT08524,3.24,0.74,20.4,1024,24,OK
BATT08525,3.25,0.75,20.5,1025,25,OK
BATT08526,3.26,0.76,20.6,1026,26,OK
BATT08527,3.27,0.77,20.7,1027,27,OK
BATT08528,3.28,0.78,20.8,1028,28,OK
BATT08529,3.29,0.79,20.9,1029,29,OK
BATT08530,3.3,0.8,21.0,1030,30,WARN
BATT08531,3.31,0.81,21.1,1031,31,OK
BATT08532,3.32,0.82,21.2,1032,32,OK
BATT08533,3.33,0.83,21.3,1033,33,OK
BATT08534,3.34,0.84,21.4,1034,34,OK
BATT08535,3.35,0.85,21.5,1035,35,OK
BATT08536,3.36,0.86,21.6,1036,36,OK
BATT08537,3.37,0.87,21.7,1037,37,OK
BATT08538,3.38,0.88,21.8,1038,38,OK
BATT08539,3.39,0.89,21.9,1039,39,OK
BATT08540,3.4,0.9,22.0,1040,40,WARN
BATT08541,3.41,0.91,22.1,1041,41,OK
BATT08542,3.42,0.92,22.2,1042,42,OK
BATT08543,3.43,0.93,22.3,1043,43,OK
BATT08544,3.44,0.94,22.4,1044,44,OK
BATT08545,3.45,0.95,22.5,1045,45,OK
BATT08546,3.46,0.96,22.6,1046,46,OK
BATT08547,3.47,0.97,22.7,1047,47,OK
BATT08548,3.48,0.98,22.8,1048,48,OK
BATT08549,3.49,0.99,22.9,1049,49,OK
BATT08550,3.5,0.5,20.0,1050,50,WARN
BATT08551,3.51,0.51,20.1,1051,51,OK
BATT08552,3.52,0.52,20.2,1052,52,OK
BATT08553,3.53,0.53,20.3,1053,53,OK
BATT08554,3.54,0.54,20.4,1054,54,OK
BATT08555,3.55,0.55,20.5,1055,55,OK
BATT08556,3.56,0.56,20.6,1056,56,OK
BATT08557,3.57,0.57,20.7,1057,57,OK
BATT08558,3.58,0.58,20.8,1058,58,OK
BATT08559,3.59,0.59,20.9,1059,59,OK
BATT08560,3.6,0.6,21.0,1060,60,WARN
BATT08561,3.61,0.61,21.1,1061,61,OK
BATT08562,3.62,0.62,21.2,1062,62,OK
BATT08563,3.63,0.63,21.3,1063,63,OK
BATT08564,3.64,0.64,21.4,1064,64,OK
BATT08565,3.65,0.65,21.5,1065,65,OK
BATT08566,3.66,0.66,21.6,1066,66,OK
BATT08567,3.67,0.67,21.7,1067,67,OK
BATT08568,3.68,0.68,21.8,1068,68,OK
BATT08569,3.69,0.69,21.9,1069,69,OK
BATT08570,3.7,0.7,22.0,1070,70,WARN
BATT08571,3.71,0.71,22.1,1071,71,OK
BATT08572,3.72,0.72,22.2,1072,72,OK
BATT08573,3.73,0.73,22.3,1073,73,OK
BATT08574,3.74,0.74,22.4,1074,74,OK
BATT08575,3.75,0.75,22.5,1075,75,OK
BATT08576,3.76,0.76,22.6,1076,76,OK
BATT08577,3.77,0.77,22.7,1077,77,OK
BATT08578,3.78,0.78,22.8,1078,78,OK
BATT08579,3.79,0.79,22.9,1079,79,OK
BATT08580,3.8,0.8,20.0,1080,80,WARN
BATT08581,3.81,0.81,20.1,1081,81,OK
BATT08582,3.82,0.82,20.2,1082,82,OK
BATT08583,3.83,0.83,20.3,1083,83,OK
BATT08584,3.84,0.84,20.4,1084,84,OK
BATT08585,3.85,0.85,20.5,1085,85,OK
BATT08586,3.86,0.86,20.6,1086,86,OK
BATT08587,3.87,0.87,20.7,1087,87,OK
BATT08588,3.88,0.88,20.8,1088,88,OK
BATT08589,3.89,0.89,20.9,1089,89,OK
BATT08590,3.9,0.9,21.0,1090,90,WARN
BATT08591,3.91,0.91,21.1,1091,91,OK
BATT08592,3.92,0.92,21.2,1092,92,OK
BATT08593,3.93,0.93,21.3,1093,93,OK
BATT08594,3.94,0.94,21.4,1094,94,OK
BATT08595,3.95,0.95,21.5,1095,95,OK
BATT08596,3.96,0.96,21.6,1096,96,OK
BATT08597,3.97,0.97,21.7,1097,97,OK
BATT08598,3.98,0.98,21.8,1098,98,OK
BATT08599,3.99,0.99,21.9,1099,99,OK
BATT08600,3.0,0.5,22.0,1100,0,WARN
BATT08601,3.01,0.51,22.1,1101,1,OK
BATT08602,3.02,0.52,22.2,1102,2,OK
BATT08603,3.03,0.53,22.3,1103,3,OK
BATT08604,3.04,0.54,22.4,1104,4,OK
BATT08605,3.05,0.55,22.5,1105,5,OK
BATT08606,3.06,0.56,22.6,1106,6,OK
BATT08607,3.07,0.57,22.7,1107,7,OK
BATT08608,3.08,0.58,22.8,1108,8,OK
BATT08609,3.09,0.59,22.9,1109,9,OK
BATT08610,3.1,0.6,20.0,1110,10,WARN
BATT08611,3.11,0.61,20.1,1111,11,OK
BATT08612,3.12,0.62,20.2,1112,12,OK
BATT08613,3.13,0.63,20.3,1113,13,OK
BATT08614,3.14,0.64,20.4,1114,14,OK
BATT08615,3.15,0.65,20.5,1115,15,OK
BATT08616,3.16,0.66,20.6,1116,16,OK
BATT08617,3.17,0.67,20.7,1117,17,OK
BATT08618,3.18,0.68,20.8,1118,18,OK
BATT08619,3.19,0.69,20.9,1119,19,OK
BATT08620,3.2,0.7,21.0,1120,20,WARN
BATT08621,3.21,0.71,21.1,1121,21,OK
BATT08622,3.22,0.72,21.2,1122,22,OK
BATT08623,3.23,0.73,21.3,1123,23,OK
BATT08624,3.24,0.74,21.4,1124,24,OK
BATT08625,3.25,0.75,21.5,1125,25,OK
BATT08626,3.26,0.76,21.6,1126,26,OK
BATT08627,3.27,0.77,21.7,1127,27,OK
BATT08628,3.28,0.78,21.8,1128,28,OK
BATT08629,3.29,0.79,21.9,1129,29,OK
BATT08630,3.3,0.8,22.0,1130,30,WARN
BATT08631,3.31,0.81,22.1,1131,31,OK
BATT08632,3.32,0.82,22.2,1132,32,OK
BATT08633,3.33,0.83,22.3,1133,33,OK
BATT08634,3.34,0.84,22.4,1134,34,OK
BATT08635,3.35,0.85,22.5,1135,35,OK
BATT08636,3.36,0.86,22.6,1136,36,OK
BATT08637,3.37,0.87,22.7,1137,37,OK
BATT08638,3.38,0.88,22.8,1138,38,OK
BATT08639,3.39,0.89,22.9,1139,39,OK
BATT08640,3.4,0.9,20.0,1140,40,WARN
BATT08641,3.41,0.91,20.1,1141,41,OK
BATT08642,3.42,0.92,20.2,1142,42,OK
BATT08643,3.43,0.93,20.3,1143,43,OK
BATT08644,3.44,0.94,20.4,1144,44,OK
BATT08645,3.45,0.95,20.5,1145,45,OK
BATT08646,3.46,0.96,20.6,1146,46,OK
BATT08647,3.47,0.97,20.7,1147,47,OK
BATT08648,3.48,0.98,20.8,1148,48,OK
BATT08649,3.49,0.99,20.9,1149,49,OK
BATT08650,3.5,0.5,21.0,1150,50,WARN
BATT08651,3.51,0.51,21.1,1151,51,OK
BATT08652,3.52,0.52,21.2,1152,52,OK
BATT08653,3.53,0.53,21.3,1153,53,OK
BATT08654,3.54,0.54,21.4,1154,54,OK
BATT08655,3.55,0.55,21.5,1155,55,OK
BATT08656,3.56,0.56,21.6,1156,56,OK
BATT08657,3.57,0.57,21.7,1157,57,OK
BATT08658,3.58,0.58,21.8,1158,58,OK
BATT08659,3.59,0.59,21.9,1159,59,OK
BATT08660,3.6,0.6,22.0,1160,60,WARN
BATT08661,3.61,0.61,22.1,1161,61,OK
BATT08662,3.62,0.62,22.2,1162,62,OK
BATT08663,3.63,0.63,22.3,1163,63,OK
BATT08664,3.64,0.64,22.4,1164,64,OK
BATT08665,3.65,0.65,22.5,1165,65,OK
BATT08666,3.66,0.66,22.6,1166,66,OK
BATT08667,3.67,0.67,22.7,1167,67,OK
BATT08668,3.68,0.68,22.8,1168,68,OK
BATT08669,3.69,0.69,22.9,1169,69,OK
BATT08670,3.7,0.7,20.0,1170,70,WARN
BATT08671,3.71,0.71,20.1,1171,71,OK
BATT08672,3.72,0.72,20.2,1172,72,OK
BATT08673,3.73,0.73,20.3,1173,73,OK
BATT08674,3.74,0.74,20.4,1174,74,OK
BATT08675,3.75,0.75,20.5,1175,75,OK
BATT08676,3.76,0.76,20.6,1176,76,OK
BATT08677,3.77,0.77,20.7,1177,77,OK
BATT08678,3.78,0.78,20.8,1178,78,OK
BATT08679,3.79,0.79,20.9,1179,79,OK
BATT08680,3.8,0.8,21.0,1180,80,WARN
BATT08681,3.81,0.81,21.1,1181,81,OK
BATT08682,3.82,0.82,21.2,1182,82,OK
BATT08683,3.83,0.83,21.3,1183,83,OK
BATT08684,3.84,0.84,21.4,1184,84,OK
BATT08685,3.85,0.85,21.5,1185,85,OK
BATT08686,3.86,0.86,21.6,1186,86,OK
BATT08687,3.87,0.87,21.7,1187,87,OK
BATT08688,3.88,0.88,21.8,1188,88,OK
BATT08689,3.89,0.89,21.9,1189,89,OK
BATT08690,3.9,0.9,22.0,1190,90,WARN
BATT08691,3.91,0.91,22.1,1191,91,OK
BATT08692,3.92,0.92,22.2,1192,92,OK
BATT08693,3.93,0.93,22.3,1193,93,OK
BATT08694,3.94,0.94,22.4,1194,94,OK
BATT08695,3.95,0.95,22.5,1195,95,OK
BATT08696,3.96,0.96,22.6,1196,96,OK
BATT08697,3.97,0.97,22.7,1197,97,OK
BATT08698,3.98,0.98,22.8,1198,98,OK
BATT08699,3.99,0.99,22.9,1199,99,OK
BATT08700,3.0,0.5,20.0,1200,0,WARN
BATT08701,3.01,0.51,20.1,1201,1,OK
BATT08702,3.02,0.52,20.2,1202,2,OK
BATT08703,3.03,0.53,20.3,1203,3,OK
BATT08704,3.04,0.54,20.4,1204,4,OK
BATT08705,3.05,0.55,20.5,1205,5,OK
BATT08706,3.06,0.56,20.6,1206,6,OK
BATT08707,3.07,0.57,20.7,1207,7,OK
BATT08708,3.08,0.58,20.8,1208,8,OK
BATT08709,3.09,0.59,20.9,1209,9,OK
BATT08710,3.1,0.6,21.0,1210,10,WARN
BATT08711,3.11,0.61,21.1,1211,11,OK
BATT08712,3.12,0.62,21.2,1212,12,OK
BATT08713,3.13,0.63,21.3,1213,13,OK
BATT08714,3.14,0.64,21.4,1214,14,OK
BATT08715,3.15,0.65,21.5,1215,15,OK
BATT08716,3.16,0.66,21.6,1216,16,OK
BATT08717,3.17,0.67,21.7,1217,17,OK
BATT08718,3.18,0.68,21.8,1218,18,OK
BATT08719,3.19,0.69,21.9,1219,19,OK
BATT08720,3.2,0.7,22.0,1220,20,WARN
BATT08721,3.21,0.71,22.1,1221,21,OK
BATT08722,3.22,0.72,22.2,1222,22,OK
BATT08723,3.23,0.73,22.3,1223,23,OK
BATT08724,3.24,0.74,22.4,1224,24,OK
BATT08725,3.25,0.75,22.5,1225,25,OK
BATT08726,3.26,0.76,22.6,1226,26,OK
BATT08727,3.27,0.77,22.7,1227,27,OK
BATT08728,3.28,0.78,22.8,1228,28,OK
BATT08729,3.29,0.79,22.9,1229,29,OK
BATT08730,3.3,0.8,20.0,1230,30,WARN
BATT08731,3.31,0.81,20.1,1231,31,OK
BATT08732,3.32,0.82,20.2,1232,32,OK
BATT08733,3.33,0.83,20.3,1233,33,OK
BATT08734,3.34,0.84,20.4,1234,34,OK
BATT08735,3.35,0.85,20.5,1235,35,OK
BATT08736,3.36,0.86,20.6,1236,36,OK
BATT08737,3.37,0.87,20.7,1237,37,OK
BATT08738,3.38,0.88,20.8,1238,38,OK
BATT08739,3.39,0.89,20.9,1239,39,OK
BATT08740,3.4,0.9,21.0,1240,40,WARN
BATT08741,3.41,0.91,21.1,1241,41,OK
BATT08742,3.42,0.92,21.2,1242,42,OK
BATT08743,3.43,0.93,21.3,1243,43,OK
BATT08744,3.44,0.94,21.4,1244,44,OK
BATT08745,3.45,0.95,21.5,1245,45,OK
BATT08746,3.46,0.96,21.6,1246,46,OK
BATT08747,3.47,0.97,21.7,1247,47,OK
BATT08748,3.48,0.98,21.8,1248,48,OK
BATT08749,3.49,0.99,21.9,1249,49,OK
BATT08750,3.5,0.5,22.0,1250,50,WARN
BATT08751,3.51,0.51,22.1,1251,51,OK
BATT08752,3.52,0.52,22.2,1252,52,OK
BATT08753,3.53,0.53,22.3,1253,53,OK
BATT08754,3.54,0.54,22.4,1254,54,OK
BATT08755,3.55,0.55,22.5,1255,55,OK
BATT08756,3.56,0.56,22.6,1256,56,OK
BATT08757,3.57,0.57,22.7,1257,57,OK
BATT08758,3.58,0.58,22.8,1258,58,OK
BATT08759,3.59,0.59,22.9,1259,59,OK
BATT08760,3.6,0.6,20.0,1260,60,WARN
BATT08761,3.61,0.61,20.1,1261,61,OK
BATT08762,3.62,0.62,20.2,1262,62,OK
BATT08763,3.63,0.63,20.3,1263,63,OK
BATT08764,3.64,0.64,20.4,1264,64,OK
BATT08765,3.65,0.65,20.5,1265,65,OK
BATT08766,3.66,0.66,20.6,1266,66,OK
BATT08767,3.67,0.67,20.7,1267,67,OK
BATT08768,3.68,0.68,20.8,1268,68,OK
BATT08769,3.69,0.69,20.9,1269,69,OK
BATT08770,3.7,0.7,21.0,1270,70,WARN
BATT08771,3.71,0.71,21.1,1271,71,OK
BATT08772,3.72,0.72,21.2,1272,72,OK
BATT08773,3.73,0.73,21.3,1273,73,OK
BATT08774,3.74,0.74,21.4,1274,74,OK
BATT08775,3.75,0.75,21.5,1275,75,OK
BATT08776,3.76,0.76,21.6,1276,76,OK
BATT08777,3.77,0.77,21.7,1277,77,OK
BATT08778,3.78,0.78,21.8,1278,78,OK
BATT08779,3.79,0.79,21.9,1279,79,OK
BATT08780,3.8,0.8,22.0,1280,80,WARN
BATT08781,3.81,0.81,22.1,1281,81,OK
BATT08782,3.82,0.82,22.2,1282,82,OK
BATT08783,3.83,0.83,22.3,1283,83,OK
BATT08784,3.84,0.84,22.4,1284,84,OK
BATT08785,3.85,0.85,22.5,1285,85,OK
BATT08786,3.86,0.86,22.6,1286,86,OK
BATT08787,3.87,0.87,22.7,1287,87,OK
BATT08788,3.88,0.88,22.8,1288,88,OK
BATT08789,3.89,0.89,22.9,1289,89,OK
BATT08790,3.9,0.9,20.0,1290,90,WARN
BATT08791,3.91,0.91,20.1,1291,91,OK
BATT08792,3.92,0.92,20.2,1292,92,OK
BATT08793,3.93,0.93,20.3,1293,93,OK
BATT08794,3.94,0.94,20.4,1294,94,OK
BATT08795,3.95,0.95,20.5,1295,95,OK
BATT08796,3.96,0.96,20.6,1296,96,OK
BATT08797,3.97,0.97,20.7,1297,97,OK
BATT08798,3.98,0.98,20.8,1298,98,OK
BATT08799,3.99,0.99,20.9,1299,99,OK
BATT08800,3.0,0.5,21.0,1300,0,WARN
BATT08801,3.01,0.51,21.1,1301,1,OK
BATT08802,3.02,0.52,21.2,1302,2,OK
BATT08803,3.03,0.53,21.3,1303,3,OK
BATT08804,3.04,0.54,21.4,1304,4,OK
BATT08805,3.05,0.55,21.5,1305,5,OK
BATT08806,3.06,0.56,21.6,1306,6,OK
BATT08807,3.07,0.57,21.7,1307,7,OK
BATT08808,3.08,0.58,21.8,1308,8,OK
BATT08809,3.09,0.59,21.9,1309,9,OK
BATT08810,3.1,0.6,22.0,1310,10,WARN
BATT08811,3.11,0.61,22.1,1311,11,OK
BATT08812,3.12,0.62,22.2,1312,12,OK
BATT08813,3.13,0.63,22.3,1313,13,OK
BATT08814,3.14,0.64,22.4,1314,14,OK
BATT08815,3.15,0.65,22.5,1315,15,OK
BATT08816,3.16,0.66,22.6,1316,16,OK
BATT08817,3.17,0.67,22.7,1317,17,OK
BATT08818,3.18,0.68,22.8,1318,18,OK
BATT08819,3.19,0.69,22.9,1319,19,OK
BATT08820,3.2,0.7,20.0,1320,20,WARN
BATT08821,3.21,0.71,20.1,1321,21,OK
BATT08822,3.22,0.72,20.2,1322,22,OK
BATT08823,3.23,0.73,20.3,1323,23,OK
BATT08824,3.24,0.74,20.4,1324,24,OK
BATT08825,3.25,0.75,20.5,1325,25,OK
BATT08826,3.26,0.76,20.6,1326,26,OK
BATT08827,3.27,0.77,20.7,1327,27,OK
BATT08828,3.28,0.78,20.8,1328,28,OK
BATT08829,3.29,0.79,20.9,1329,29,OK
BATT08830,3.3,0.8,21.0,1330,30,WARN
BATT08831,3.31,0.81,21.1,1331,31,OK
BATT08832,3.32,0.82,21.2,1332,32,OK
BATT08833,3.33,0.83,21.3,1333,33,OK
BATT08834,3.34,0.84,21.4,1334,34,OK
BATT08835,3.35,0.85,21.5,1335,35,OK
BATT08836,3.36,0.86,21.6,1336,36,OK
BATT08837,3.37,0.87,21.7,1337,37,OK
BATT08838,3.38,0.88,21.8,1338,38,OK
BATT08839,3.39,0.89,21.9,1339,39,OK
BATT08840,3.4,0.9,22.0,1340,40,WARN
BATT08841,3.41,0.91,22.1,1341,41,OK
BATT08842,3.42,0.92,22.2,1342,42,OK
BATT08843,3.43,0.93,22.3,1343,43,OK
BATT08844,3.44,0.94,22.4,1344,44,OK
BATT08845,3.45,0.95,22.5,1345,45,OK
BATT08846,3.46,0.96,22.6,1346,46,OK
BATT08847,3.47,0.97,22.7,1347,47,OK
BATT08848,3.48,0.98,22.8,1348,48,OK
BATT08849,3.49,0.99,22.9,1349,49,OK
BATT08850,3.5,0.5,20.0,1350,50,WARN
BATT08851,3.51,0.51,20.1,1351,51,OK
BATT08852,3.52,0.52,20.2,1352,52,OK
BATT08853,3.53,0.53,20.3,1353,53,OK
BATT08854,3.54,0.54,20.4,1354,54,OK
BATT08855,3.55,0.55,20.5,1355,55,OK
BATT08856,3.56,0.56,20.6,1356,56,OK
BATT08857,3.57,0.57,20.7,1357,57,OK
BATT08858,3.58,0.58,20.8,1358,58,OK
BATT08859,3.59,0.59,20.9,1359,59,OK
BATT08860,3.6,0.6,21.0,1360,60,WARN
BATT08861,3.61,0.61,21.1,1361,61,OK
BATT08862,3.62,0.62,21.2,1362,62,OK
BATT08863,3.63,0.63,21.3,1363,63,OK
BATT08864,3.64,0.64,21.4,1364,64,OK
BATT08865,3.65,0.65,21.5,1365,65,OK
BATT08866,3.66,0.66,21.6,1366,66,OK
BATT08867,3.67,0.67,21.7,1367,67,OK
BATT08868,3.68,0.68,21.8,1368,68,OK
BATT08869,3.69,0.69,21.9,1369,69,OK
BATT08870,3.7,0.7,22.0,1370,70,WARN
BATT08871,3.71,0.71,22.1,1371,71,OK
BATT08872,3.72,0.72,22.2,1372,72,OK
BATT08873,3.73,0.73,22.3,1373,73,OK
BATT08874,3.74,0.74,22.4,1374,74,OK
BATT08875,3.75,0.75,22.5,1375,75,OK
BATT08876,3.76,0.76,22.6,1376,76,OK
BATT08877,3.77,0.77,22.7,1377,77,OK
BATT08878,3.78,0.78,22.8,1378,78,OK
BATT08879,3.79,0.79,22.9,1379,79,OK
BATT08880,3.8,0.8,20.0,1380,80,WARN
BATT08881,3.81,0.81,20.1,1381,81,OK
BATT08882,3.82,0.82,20.2,1382,82,OK
BATT08883,3.83,0.83,20.3,1383,83,OK
BATT08884,3.84,0.84,20.4,1384,84,OK
BATT08885,3.85,0.85,20.5,1385,85,OK
BATT08886,3.86,0.86,20.6,1386,86,OK
BATT08887,3.87,0.87,20.7,1387,87,OK
BATT08888,3.88,0.88,20.8,1388,88,OK
BATT08889,3.89,0.89,20.9,1389,89,OK
BATT08890,3.9,0.9,21.0,1390,90,WARN
BATT08891,3.91,0.91,21.1,1391,91,OK
BATT08892,3.92,0.92,21.2,1392,92,OK
BATT08893,3.93,0.93,21.3,1393,93,OK
BATT08894,3.94,0.94,21.4,1394,94,OK
BATT08895,3.95,0.95,21.5,1395,95,OK
BATT08896,3.96,0.96,21.6,1396,96,OK
BATT08897,3.97,0.97,21.7,1397,97,OK
BATT08898,3.98,0.98,21.8,1398,98,OK
BATT08899,3.99,0.99,21.9,1399,99,OK
BATT08900,3.0,0.5,22.0,1400,0,WARN
BATT08901,3.01,0.51,22.1,1401,1,OK
BATT08902,3.02,0.52,22.2,1402,2,OK
BATT08903,3.03,0.53,22.3,1403,3,OK
BATT08904,3.04,0.54,22.4,1404,4,OK
BATT08905,3.05,0.55,22.5,1405,5,OK
BATT08906,3.06,0.56,22.6,1406,6,OK
BATT08907,3.07,0.57,22.7,1407,7,OK
BATT08908,3.08,0.58,22.8,1408,8,OK
BATT08909,3.09,0.59,22.9,1409,9,OK
BATT08910,3.1,0.6,20.0,1410,10,WARN
BATT08911,3.11,0.61,20.1,1411,11,OK
BATT08912,3.12,0.62,20.2,1412,12,OK
BATT08913,3.13,0.63,20.3,1413,13,OK
BATT08914,3.14,0.64,20.4,1414,14,OK
BATT08915,3.15,0.65,20.5,1415,15,OK
BATT08916,3.16,0.66,20.6,1416,16,OK
BATT08917,3.17,0.67,20.7,1417,17,OK
BATT08918,3.18,0.68,20.8,1418,18,OK
BATT08919,3.19,0.69,20.9,1419,19,OK
BATT08920,3.2,0.7,21.0,1420,20,WARN
BATT08921,3.21,0.71,21.1,1421,21,OK
BATT08922,3.22,0.72,21.2,1422,22,OK
BATT08923,3.23,0.73,21.3,1423,23,OK
BATT08924,3.24,0.74,21.4,1424,24,OK
BATT08925,3.25,0.75,21.5,1425,25,OK
BATT08926,3.26,0.76,21.6,1426,26,OK
BATT08927,3.27,0.77,21.7,1427,27,OK
BATT08928,3.28,0.78,21.8,1428,28,OK
BATT08929,3.29,0.79,21.9,1429,29,OK
BATT08930,3.3,0.8,22.0,1430,30,WARN
BATT08931,3.31,0.81,22.1,1431,31,OK
BATT08932,3.32,0.82,22.2,1432,32,OK
BATT08933,3.33,0.83,22.3,1433,33,OK
BATT08934,3.34,0.84,22.4,1434,34,OK
BATT08935,3.35,0.85,22.5,1435,35,OK
BATT08936,3.36,0.86,22.6,1436,36,OK
BATT08937,3.37,0.87,22.7,1437,37,OK
BATT08938,3.38,0.88,22.8,1438,38,OK
BATT08939,3.39,0.89,22.9,1439,39,OK
BATT08940,3.4,0.9,20.0,1440,40,WARN
BATT08941,3.41,0.91,20.1,1441,41,OK
BATT08942,3.42,0.92,20.2,1442,42,OK
BATT08943,3.43,0.93,20.3,1443,43,OK
BATT08944,3.44,0.94,20.4,1444,44,OK
BATT08945,3.45,0.95,20.5,1445,45,OK
BATT08946,3.46,0.96,20.6,1446,46,OK
BATT08947,3.47,0.97,20.7,1447,47,OK
BATT08948,3.48,0.98,20.8,1448,48,OK
BATT08949,3.49,0.99,20.9,1449,49,OK
BATT08950,3.5,0.5,21.0,1450,50,WARN
BATT08951,3.51,0.51,21.1,1451,51,OK
BATT08952,3.52,0.52,21.2,1452,52,OK
BATT08953,3.53,0.53,21.3,1453,53,OK
BATT08954,3.54,0.54,21.4,1454,54,OK
BATT08955,3.55,0.55,21.5,1455,55,OK
BATT08956,3.56,0.56,21.6,1456,56,OK
BATT08957,3.57,0.57,21.7,1457,57,OK
BATT08958,3.58,0.58,21.8,1458,58,OK
BATT08959,3.59,0.59,21.9,1459,59,OK
BATT08960,3.6,0.6,22.0,1460,60,WARN
BATT08961,3.61,0.61,22.1,1461,61,OK
BATT08962,3.62,0.62,22.2,1462,62,OK
BATT08963,3.63,0.63,22.3,1463,63,OK
BATT08964,3.64,0.64,22.4,1464,64,OK
BATT08965,3.65,0.65,22.5,1465,65,OK
BATT08966,3.66,0.66,22.6,1466,66,OK
BATT08967,3.67,0.67,22.7,1467,67,OK
BATT08968,3.68,0.68,22.8,1468,68,OK
BATT08969,3.69,0.69,22.9,1469,69,OK
BATT08970,3.7,0.7,20.0,1470,70,WARN
BATT08971,3.71,0.71,20.1,1471,71,OK
BATT08972,3.72,0.72,20.2,1472,72,OK
BATT08973,3.73,0.73,20.3,1473,73,OK
BATT08974,3.74,0.74,20.4,1474,74,OK
BATT08975,3.75,0.75,20.5,1475,75,OK
BATT08976,3.76,0.76,20.6,1476,76,OK
BATT08977,3.77,0.77,20.7,1477,77,OK
BATT08978,3.78,0.78,20.8,1478,78,OK
